"REFFABRICANTE";"TITULO";"CODIGOINTERNO";"EAN/UPC";"CODFAMILIA";"TITULOFAMILIA";"CODSUBFAMILIA";"TITULOSUBFAMILIA";"CODFABRICANTE";"NOMFABRICANTE";"PRECIO";"STOCK";"PESO";"PROXIMA_LLEGADA";"CICLOVIDA";"PLAZOENTREGA";"CANONLPI";"PRECIOSINCANON"
"M-TN3480";"INKOEM Tóner Compatible Brother TN3480/TN3430";"CCITCO0155";"6986500365440";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"5,8800000000";"8";"1,0000000000";"19/01/2024";"";"0,0000000000";"0,0000000000";"5,8800000000"
"M-TN2420CB";"INKOEM Tóner Compatible Brother TN2420 Negro";"CCITCO0166";"6986500050803";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"3,9300000000";"0";"0,5600000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"3,9300000000"
"M-CF530BK";"INKOEM Tóner Compatible HP 205A Negro";"CCITCO0167";"6986500042716";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"10,5800000000";"6";"0,4200000000";"";"";"0,0000000000";"0,0000000000";"10,5800000000"
"M-CF531C";"INKOEM Tóner Compatible HP 205A Cian";"CCITCO0168";"6986500042723";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"10,4300000000";"2";"0,6650000000";"";"";"0,0000000000";"0,0000000000";"10,4300000000"
"M-CF532Y";"INKOEM Tóner Compatible HP 205A Amarillo";"CCITCO0169";"6986500042747";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"10,3600000000";"2";"0,6250000000";"";"";"0,0000000000";"0,0000000000";"10,3600000000"
"M-CF533M";"INKOEM Tóner Compatible HP 205A  Magenta";"CCITCO0170";"6986500042730";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"10,3600000000";"2";"0,6450000000";"";"";"0,0000000000";"0,0000000000";"10,3600000000"
"M-CF543XM";"INKOEM Tóner Compatible HP 203X Magenta";"CCITCO0174";"6986500042778";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"7,8500000000";"1";"0,7000000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"7,8500000000"
"M-CF244A";"INKOEM Tóner Compatible HP 44A Negro";"CCITCO0175";"6986500064336";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"3,7500000000";"0";"0,6200000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"3,7500000000"
"M-TN243BK";"INKOEM Tóner Compatible Brother TN243 Negro";"CCITCO0189";"6986500079842";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"6,6300000000";"1";"0,5300000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"6,6300000000"
"M-TN243C";"INKOEM Tóner Compatible Brother TN243 Cian";"CCITCO0190";"6986500079859";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"6,6300000000";"17";"0,4700000000";"";"";"0,0000000000";"0,0000000000";"6,6300000000"
"M-TN243M";"INKOEM Tóner Compatible Brother TN243 Magenta";"CCITCO0191";"6986500079866";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"7,6500000000";"16";"0,4700000000";"";"";"0,0000000000";"0,0000000000";"7,6500000000"
"M-TN243Y";"INKOEM Tóner Compatible Brother TN243 Amarillo";"CCITCO0192";"6986500079873";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"7,6500000000";"7";"0,4600000000";"";"";"0,0000000000";"0,0000000000";"7,6500000000"
"M-TN247BK";"INKOEM Tóner Compatible Brother TN247 Negro";"CCITCO0193";"6986500364702";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"5,4600000000";"13";"0,5500000000";"";"";"0,0000000000";"0,0000000000";"5,4600000000"
"M-TN247C";"INKOEM Tóner Compatible Brother TN247 Cian";"CCITCO0194";"6986500079811";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"7,3100000000";"14";"0,5400000000";"";"";"0,0000000000";"0,0000000000";"7,3100000000"
"M-TN247M";"INKOEM Tóner Compatible Brother TN247 Magenta";"CCITCO0195";"6986500079828";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"7,3500000000";"12";"0,4800000000";"";"";"0,0000000000";"0,0000000000";"7,3500000000"
"M-TN247Y";"INKOEM Tóner Compatible Brother TN247 Amarillo";"CCITCO0196";"6986500079835";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"7,3100000000";"10";"0,4750000000";"";"";"0,0000000000";"0,0000000000";"7,3100000000"
"M-CF230AJ";"INKOEM Tóner Compatible HP CF230A XL Negro";"CCITCO0204";"6986500054658";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"9,9600000000";"1";"0,6050000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"9,9600000000"
"TN2120";"Brother Tóner TN2120 Negro";"CCITOR0011";"4977766654203";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"56,4400000000";"3";"0,8750000000";"";"";"0,0000000000";"0,0000000000";"56,4400000000"
"TN2010";"Brother Tóner TN2010  Negro";"CCITOR0019";"4977766682718";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"28,1400000000";"19";"0,7600000000";"";"";"0,0000000000";"0,0000000000";"28,1400000000"
"TN3280";"Brother Tóner TN3280 Negro";"CCITOR0056";"4977766665988";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"97,8000000000";"0";"1,1550000000";"";"Encargo";"3,0000000000";"0,0000000000";"97,8000000000"
"CE505A";"HP Tóner CE505A Negro";"CCITOR0146";"883585695775";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"78,1100000000";"0";"1,0650000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"78,1100000000"
"CE278A";"HP Tóner CE278A  Negro";"CCITOR0166";"884420588702";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"69,1500000000";"9";"0,8250000000";"";"";"0,0000000000";"0,0000000000";"69,1500000000"
"CB540A";"HP Tóner 125A  Negro";"CCITOR0170";"808736839174";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"69,4700000000";"0";"0,7900000000";"";"Encargo";"2,0000000000";"0,0000000000";"69,4700000000"
"CE285A";"HP Tóner 85A Negro";"CCITOR0173";"884420588689";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"60,3700000000";"10";"0,7800000000";"";"";"0,0000000000";"0,0000000000";"60,3700000000"
"CB542A";"HP Tóner 125A  Amarillo";"CCITOR0179";"808736839198";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"63,8400000000";"0";"0,7600000000";"";"Encargo";"2,0000000000";"0,0000000000";"63,8400000000"
"Q2612A";"HP Tóner 12A  Negro";"CCITOR0214";"808736558136";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"68,7000000000";"3";"0,8900000000";"";"";"0,0000000000";"0,0000000000";"68,7000000000"
"3484B002";"Canon Tóner 725 Negro";"CCITOR0220";"4960999665115";"CI";"Consumibles Impresión";"TOR";"Toner original";"00660";"Canon";"49,4400000000";"0";"0,7950000000";"";"Encargo";"2,0000000000";"0,0000000000";"49,4400000000"
"TN2210";"Brother Tóner TN2210 Negro";"CCITOR0231";"4977766682800";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"32,6400000000";"15";"0,7700000000";"";"";"0,0000000000";"0,0000000000";"32,6400000000"
"TN3230";"Brother Tóner TN3230 Negro";"CCITOR0287";"4977766665964";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"61,9200000000";"0";"1,0300000000";"";"";"0,0000000000";"0,0000000000";"61,9200000000"
"TN2220";"Brother Tóner TN2220 Negro";"CCITOR0294";"4977766682862";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"50,5000000000";"1";"0,8200000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"50,5000000000"
"CE311A";"HP Tóner 126A Cian";"CCITOR0306";"884962161135";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"50,2600000000";"2";"0,4700000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"50,2600000000"
"CE310A";"HP Tóner 126A Negro";"CCITOR0308";"884962161128";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"45,2000000000";"4";"0,4600000000";"";"";"0,0000000000";"0,0000000000";"45,2000000000"
"CE312A";"HP Tóner 126A Amarillo";"CCITOR0314";"884962161142";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"50,2600000000";"6";"0,4600000000";"";"";"0,0000000000";"0,0000000000";"50,2600000000"
"CE313A";"HP Tóner 126A Magenta";"CCITOR0316";"884962161159";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"50,2600000000";"4";"0,4600000000";"";"";"0,0000000000";"0,0000000000";"50,2600000000"
"CF280A";"HP Tóner CF280A Negro";"CCITOR0337";"886111144143";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"90,3400000000";"8";"1,0550000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"90,3400000000"
"CE411A";"HP Tóner 305A  Cyan";"CCITOR0346";"884962772362";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"105,2300000000";"0";"0,8750000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"105,2300000000"
"CE410A";"HP Tóner 305A Negro";"CCITOR0347";"884962772348";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"73,8000000000";"3";"0,8750000000";"";"";"0,0000000000";"0,0000000000";"73,8000000000"
"CE412A";"HP Tóner 305A Amarillo";"CCITOR0348";"884962772379";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"105,2300000000";"1";"0,8750000000";"";"";"0,0000000000";"0,0000000000";"105,2300000000"
"CE413A";"HP Tóner 305A Magenta";"CCITOR0349";"884962772386";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"105,2300000000";"0";"0,8750000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"105,2300000000"
"TN241BK";"Brother Tóner TN241BK Negro";"CCITOR0353";"4977766718387";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"51,7600000000";"17";"0,6700000000";"";"";"0,0000000000";"0,0000000000";"51,7600000000"
"TN241C";"Brother Tóner TN241C Cyan";"CCITOR0354";"4977766718400";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"51,3300000000";"12";"0,6050000000";"";"";"0,0000000000";"0,0000000000";"51,3300000000"
"TN241M";"Brother Tóner TN241M Magenta";"CCITOR0355";"4977766718424";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"51,3300000000";"14";"0,6600000000";"";"";"0,0000000000";"0,0000000000";"51,3300000000"
"TN241Y";"Brother Tóner TN241Y Amarillo";"CCITOR0356";"4977766718448";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"51,3300000000";"13";"0,6050000000";"";"";"0,0000000000";"0,0000000000";"51,3300000000"
"TN245C";"Brother Tóner TN245C Cyan";"CCITOR0381";"4977766718462";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"72,7700000000";"5";"0,6700000000";"";"";"0,0000000000";"0,0000000000";"72,7700000000"
"TN245M";"Brother Tóner TN245M Magenta";"CCITOR0382";"4977766718486";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"72,7700000000";"4";"0,6300000000";"";"";"0,0000000000";"0,0000000000";"72,7700000000"
"TN245Y";"Brother Tóner TN245Y Amarillo";"CCITOR0383";"4977766718509";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"72,7700000000";"4";"0,6400000000";"";"";"0,0000000000";"0,0000000000";"72,7700000000"
"TN1050";"Brother Tonér TN1050 Negro";"CCITOR0386";"4977766721707";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"30,7100000000";"6";"0,4750000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"30,7100000000"
"CF210X";"HP Tóner 131X Negro";"CCITOR0390";"886111334964";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"76,2200000000";"0";"0,8000000000";"";"Encargo";"2,0000000000";"0,0000000000";"76,2200000000"
"CF211A";"HP Tóner 131A Cyan";"CCITOR0391";"886111334971";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"75,2200000000";"1";"0,7500000000";"";"";"0,0000000000";"0,0000000000";"75,2200000000"
"CF212A";"HP Tóner 131A Amarillo";"CCITOR0392";"886111334988";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"75,2200000000";"0";"0,7500000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"75,2200000000"
"CF213A";"HP Tóner 131A Magenta";"CCITOR0393";"886111334995";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"75,2200000000";"2";"0,7500000000";"";"";"0,0000000000";"0,0000000000";"75,2200000000"
"CF283A";"HP Tóner CF283A Negro";"CCITOR0403";"886112397692";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"56,4100000000";"8";"0,7900000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"56,4100000000"
"TN329BK";"Brother Tóner TN329BK  Negro";"CCITOR0413";"4977766735056";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"65,4100000000";"0";"1,0000000000";"";"Encargo";"3,0000000000";"0,0000000000";"65,4100000000"
"TN329C";"Brother Tóner TN329C Cian";"CCITOR0414";"4977766735063";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"147,1700000000";"0";"1,0000000000";"";"Encargo";"3,0000000000";"0,0000000000";"147,1700000000"
"TN329M";"Brother Tóner TN329M  Magenta";"CCITOR0415";"4977766735070";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"147,1700000000";"0";"1,0000000000";"";"Encargo";"3,0000000000";"0,0000000000";"147,1700000000"
"TN329Y";"Brother Tóner TN329Y Amarillo";"CCITOR0416";"4977766735087";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"147,1700000000";"0";"1,0000000000";"";"Encargo";"3,0000000000";"0,0000000000";"147,1700000000"
"CF350A";"HP Tóner 130A Negro";"CCITOR0421";"886112939281";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"49,5900000000";"12";"0,4650000000";"";"";"0,0000000000";"0,0000000000";"49,5900000000"
"CF351A";"HP Tóner 130A Cyan";"CCITOR0426";"886112939298";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"51,1300000000";"1";"0,4600000000";"";"";"0,0000000000";"0,0000000000";"51,1300000000"
"CF352A";"HP Tóner 130A Amarillo";"CCITOR0427";"886112939304";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"51,1300000000";"0";"0,4400000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"51,1300000000"
"CF353A";"HP Tóner 130A Magenta";"CCITOR0428";"886112939311";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"51,1300000000";"1";"0,4550000000";"";"";"0,0000000000";"0,0000000000";"51,1300000000"
"TN2320";"Brother Tóner TN2320 Negro";"CCITOR0430";"4977766738989";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"52,6600000000";"1";"0,2000000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"52,6600000000"
"TN2310";"Brother Tóner TN2310 Negro";"CCITOR0432";"4977766738965";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"34,0700000000";"0";"0,2000000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"34,0700000000"
"TN321BK";"Brother Tóner TN321BK Negro";"CCITOR0444";"4977766734967";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"48,6600000000";"4";"0,5000000000";"";"";"0,0000000000";"0,0000000000";"48,6600000000"
"TN321C";"Brother Tóner TN321C Cian";"CCITOR0445";"4977766734981";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"64,2400000000";"4";"0,5000000000";"";"";"0,0000000000";"0,0000000000";"64,2400000000"
"TN321M";"Brother Tóner TN321M Magenta";"CCITOR0446";"4977766734998";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"64,2400000000";"3";"0,5000000000";"";"";"0,0000000000";"0,0000000000";"64,2400000000"
"TN321Y";"Brother Tóner TN321Y Amarillo";"CCITOR0447";"4977766735001";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"64,2400000000";"5";"0,5000000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"64,2400000000"
"CF400A";"HP Tóner 201A Negro";"CCITOR0448";"888793237946";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"60,0200000000";"7";"0,7550000000";"";"";"0,0000000000";"0,0000000000";"60,0200000000"
"CF401A";"HP Tóner 201A Cyan";"CCITOR0449";"888793237953";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"70,8000000000";"4";"0,7550000000";"";"";"0,0000000000";"0,0000000000";"70,8000000000"
"CF402A";"HP Tóner 201A  Amarillo";"CCITOR0450";"888793237960";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"70,8000000000";"6";"0,7550000000";"";"";"0,0000000000";"0,0000000000";"70,8000000000"
"CF403A";"HP Tóner 201A  Magenta";"CCITOR0451";"888793237977";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"70,8000000000";"6";"0,7550000000";"";"";"0,0000000000";"0,0000000000";"70,8000000000"
"CF226A";"HP Tóner 26A Negro";"CCITOR0455";"889296154761";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"100,6700000000";"3";"2,0000000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"100,6700000000"
"TN3480";"Brother Tóner TN3480 Negro";"CCITOR0459";"4977766755658";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"102,4000000000";"0";"1,2150000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"102,4000000000"
"CF413X";"HP Tóner 413X  Magenta";"CCITOR0460";"888793807576";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"168,0200000000";"2";"1,0000000000";"";"";"0,0000000000";"0,0000000000";"168,0200000000"
"CF412X";"HP Tóner 412X Amarillo";"CCITOR0461";"888793807569";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"168,0200000000";"1";"1,0000000000";"";"";"0,0000000000";"0,0000000000";"168,0200000000"
"CF411X";"HP Tóner 411X Cyan";"CCITOR0462";"888793807552";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"168,0200000000";"0";"1,0000000000";"";"Encargo";"4,0000000000";"0,0000000000";"168,0200000000"
"CF410X";"HP Tóner 410X Negro";"CCITOR0463";"888793807545";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"125,5100000000";"6";"1,0000000000";"";"";"0,0000000000";"0,0000000000";"125,5100000000"
"CF230A";"HP Tóner CF230A Negro";"CCITOR0465";"889894797452";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"56,0100000000";"11";"0,5000000000";"";"";"0,0000000000";"0,0000000000";"56,0100000000"
"CF217A";"HP Tóner CF217A Negro";"CCITOR0466";"889894797407";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"54,9000000000";"11";"0,5000000000";"";"";"0,0000000000";"0,0000000000";"54,9000000000"
"TN3430";"Brother Tóner TN3430 Negro";"CCITOR0467";"4977766755641";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"59,6100000000";"0";"1,0800000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"59,6100000000"
"TN421BK";"Brother Tóner TN421BK Negro";"CCITOR0472";"4977766771535";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"76,0900000000";"2";"0,7000000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"76,0900000000"
"TN910BK";"Brother Tóner TN910BK  Negro";"CCITOR0474";"4977766771818";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"82,9700000000";"0";"0,8700000000";"";"Encargo";"4,0000000000";"0,0000000000";"82,9700000000"
"TN910C";"Brother Tóner TN910C Cyan";"CCITOR0475";"4977766771832";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"212,7000000000";"0";"0,6800000000";"";"Encargo";"4,0000000000";"0,0000000000";"212,7000000000"
"TN910M";"Brother Tóner TN910M  Magenta";"CCITOR0476";"4977766771856";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"212,7000000000";"0";"0,6800000000";"";"Encargo";"4,0000000000";"0,0000000000";"212,7000000000"
"TN3512";"Brother Tóner TN3512  Negro";"CCITOR0477";"4977766755665";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"115,4300000000";"0";"1,0000000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"115,4300000000"
"TN421C";"Brother Tóner TN421C Cyan";"CCITOR0479";"4977766771597";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"66,9400000000";"8";"0,2000000000";"";"";"0,0000000000";"0,0000000000";"66,9400000000"
"TN421M";"Brother Tóner TN421M Magenta";"CCITOR0480";"4977766771610";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"66,9400000000";"5";"0,2000000000";"";"";"0,0000000000";"0,0000000000";"66,9400000000"
"TN421Y";"Brother Tóner TN421Y Amarillo";"CCITOR0481";"4977766771634";"CI";"Consumibles Impresión";"TOR";"Toner original";"00570";"Brother";"66,9400000000";"18";"0,2000000000";"";"";"0,0000000000";"0,0000000000";"66,9400000000"
"CF530A";"HP Tóner 205A  Negro";"CCITOR0482";"190781106968";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"40,6100000000";"19";"0,7500000000";"";"";"0,0000000000";"0,0000000000";"40,6100000000"
"CF531A";"HP Tóner 205A Cyan";"CCITOR0483";"190781106975";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"44,4800000000";"19";"0,7500000000";"";"";"0,0000000000";"0,0000000000";"44,4800000000"
"CF532A";"HP Tóner 205A Amarillo";"CCITOR0484";"190781106982";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"44,4800000000";"19";"0,5300000000";"";"";"0,0000000000";"0,0000000000";"44,4800000000"
"CF533A";"HP Tóner 205A Magenta";"CCITOR0485";"190781106999";"CI";"Consumibles Impresión";"TOR";"Toner original";"00150";"HP";"44,4800000000";"23";"0,5800000000";"";"";"0,0000000000";"0,0000000000";"44,4800000000"
