"REFFABRICANTE";"TITULO";"CODIGOINTERNO";"EAN/UPC";"CODFAMILIA";"TITULOFAMILIA";"CODSUBFAMILIA";"TITULOSUBFAMILIA";"CODFABRICANTE";"NOMFABRICANTE";"PRECIO";"STOCK";"PESO";"PROXIMA_LLEGADA";"CICLOVIDA";"PLAZOENTREGA";"CANONLPI";"PRECIOSINCANON"
"5226B001";"Canon Cartucho CL-541XL Color";"CCICTO0927";"4960999782416";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00660";"Canon";"20,3400000000";"100";"0,0750000000";"";"";"0,0000000000";"0,0000000000";"20,3400000000"
"5227B001";"Canon Cartucho CL-541 Color blister";"CCICTO0930";"4960999782423";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00660";"Canon";"17,3700000000";"40";"0,0900000000";"";"";"0,0000000000";"0,0000000000";"17,3700000000"
"TN247BKTWIN";"Brother Tóner Pack TN247 2 uds Negro";"CCICTO0931";"4977766812726";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00570";"Brother";"122,7000000000";"0";"1,3100000000";"";"Encargo";"7,0000000000";"0,0000000000";"122,7000000000"
"4529C001";"Canon Botella GI-51PGBK  Negro";"CCICTO0935";"4549292169546";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00660";"Canon";"10,7900000000";"0";"0,1000000000";"";"Encargo";"7,0000000000";"0,0000000000";"10,7900000000"
"4548C001";"Canon Botella GI-51Y Amarillo";"CCICTO0936";"4549292169867";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00660";"Canon";"7,3300000000";"0";"0,1000000000";"";"Encargo";"7,0000000000";"0,0000000000";"7,3300000000"
"4546C001";"Canon Botella GI-51C Cian";"CCICTO0937";"4549292169829";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00660";"Canon";"7,2000000000";"0";"0,1000000000";"";"Encargo";"7,0000000000";"0,0000000000";"7,2000000000"
"4547C001";"Canon Botella GI-51M Magenta";"CCICTO0938";"4549292169843";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00660";"Canon";"7,6500000000";"0";"0,1000000000";"";"Encargo";"7,0000000000";"0,0000000000";"7,6500000000"
"C13T02G74010";"Epson Cartucho Multipack 202XL";"CCICTO0939";"8715946646459";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00420";"Epson";"75,6600000000";"0";"0,2000000000";"";"Encargo";"7,0000000000";"0,0000000000";"75,6600000000"
"1VU27AE";"HP Cartucho Kit de Relleno de Tinta 31 Magenta";"CCICTO0940";"191628349494";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00150";"HP";"7,9100000000";"3";"0,1150000000";"";"";"0,0000000000";"0,0000000000";"7,9100000000"
"1VU26AE";"HP Cartucho Kit de Relleno de Tinta 31 Cian";"CCICTO0941";"191628349487";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00150";"HP";"7,9100000000";"1";"0,1150000000";"";"";"0,0000000000";"0,0000000000";"7,9100000000"
"1VV24AE";"HP Cartucho Kit de Relleno de Tinta 32XL Negro";"CCICTO0942";"192545270687";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00150";"HP";"9,5300000000";"3";"0,2000000000";"";"";"0,0000000000";"0,0000000000";"9,5300000000"
"1VU28AE";"HP Cartucho Kit de Relleno de Tinta 31 Amarillo";"CCICTO0943";"191628349500";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00150";"HP";"7,9100000000";"3";"0,1150000000";"";"";"0,0000000000";"0,0000000000";"7,9100000000"
"F6T79AE";"HP Cartucho 913A Amarillo";"CCICTO0945";"889296544647";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00150";"HP";"65,9000000000";"0";"0,1600000000";"";"Encargo";"7,0000000000";"0,0000000000";"65,9000000000"
"F6T77AE";"HP Cartucho 913A Cyan";"CCICTO0946";"889296544623";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00150";"HP";"65,9000000000";"0";"0,1600000000";"";"Encargo";"7,0000000000";"0,0000000000";"65,9000000000"
"L0R95AE";"HP Cartucho 913A Negro";"CCICTO0947";"889296544654";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00150";"HP";"70,1000000000";"0";"0,1600000000";"";"Encargo";"7,0000000000";"0,0000000000";"70,1000000000"
"LC422XLVAL";"Brother Cartucho Multipack LC422XLVAL";"CCICTO0948";"4977766816892";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00570";"Brother";"86,5000000000";"8";"0,2800000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"86,5000000000"
"5224B001";"Canon Cartucho PG-540L Negro";"CCICTO0949";"4549292192025";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00660";"Canon";"17,6600000000";"100";"0,0750000000";"";"";"0,0000000000";"0,0000000000";"17,6600000000"
"1998C004";"Canon Cartucho Multipack CLI581 XXL BK/C/M/Y";"CCICTO0950";"8714574652061";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00660";"Canon";"61,2900000000";"8";"0,1500000000";"";"";"0,0000000000";"0,0000000000";"61,2900000000"
"6ZC69AE";"HP Cartucho Multipack 953 C/M/A/N";"CCICTO0951";"195122352196";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00150";"HP";"83,6200000000";"0";"0,9400000000";"";"Encargo";"7,0000000000";"0,0000000000";"83,6200000000"
"C13T52M240";"Epson Cartucho SJIC42P-C  Cián";"CCICTO0952";"8715946702827";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00420";"Epson";"32,8000000000";"0";"0,1400000000";"";"Encargo";"7,0000000000";"0,0000000000";"32,8000000000"
"C13T52M340";"Epson Cartucho SJIC42P-M Magenta";"CCICTO0953";"8715946702834";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00420";"Epson";"32,8000000000";"0";"0,1400000000";"";"Encargo";"7,0000000000";"0,0000000000";"32,8000000000"
"C13T52M140";"Epson Cartucho SJIC42P-BK Negro";"CCICTO0954";"8715946702810";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00420";"Epson";"32,8000000000";"0";"0,1400000000";"";"Encargo";"7,0000000000";"0,0000000000";"32,8000000000"
"C13T52M440";"Epson Cartucho SJIC42P-Y Amarillo";"CCICTO0955";"8715946702841";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00420";"Epson";"32,8000000000";"0";"0,1400000000";"";"Encargo";"7,0000000000";"0,0000000000";"32,8000000000"
"6ZC74AE";"HP Cartucho Multipack 912";"CCICTO0956";"195122352295";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00150";"HP";"32,0500000000";"0";"0,1000000000";"";"Encargo";"7,0000000000";"0,0000000000";"32,0500000000"
"1998C005";"Canon Cartucho Multipack CLI581 XXL BK/C/M/Y";"CCICTO0957";"8714574652184";"CI";"Consumibles Impresión";"CTO";"Cartuchos tinta original";"00660";"Canon";"86,7100000000";"1";"0,5000000000";"";"";"0,0000000000";"0,0000000000";"86,7100000000"
"105934-038";"Zebra Cabezal Impresora Termica 105934-038";"CCIFUS0015";"";"CI";"Consumibles Impresión";"FUS";"Fusor y Arrastre";"04189";"Zebra";"100,7400000000";"0";"0,5000000000";"21/12/2023";"Encargo";"2,0000000000";"0,0000000000";"100,7400000000"
"DK22205";"Brother Cinta DK22205 Papel Térmico continuo 62mm";"CCIPAP0001";"4977766628198";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"10,7500000000";"5";"0,4100000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"10,7500000000"
"DK11201";"Brother Etiquetas DK11201 Dirección 29x90mm QL550";"CCIPAP0007";"4977766628112";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"6,4500000000";"16";"0,7500000000";"";"";"0,0000000000";"0,0000000000";"6,4500000000"
"DK11204";"Brother Etiquetas DK11204 Multiuso 17x54 mm 400 ud";"CCIPAP0015";"4977766628167";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"4,0800000000";"45";"0,1350000000";"";"";"0,0000000000";"0,0000000000";"4,0800000000"
"DK11208";"Brother Papel Etiquetas de direcciones 38x90mm";"CCIPAP0019";"4977766628129";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"8,1700000000";"0";"0,3150000000";"";"Encargo";"3,0000000000";"0,0000000000";"8,1700000000"
"DK22210";"Brother Cinta DK22210 Papel Térmico continuo 29mm";"CCIPAP0047";"4977766628181";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"6,5800000000";"7";"0,2200000000";"";"";"0,0000000000";"0,0000000000";"6,5800000000"
"DK11209";"Brother Etiquetas DK11209 Dirección 29x69 mm 800 u";"CCIPAP0048";"4977766628136";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"8,2800000000";"32";"0,2000000000";"";"";"0,0000000000";"0,0000000000";"8,2800000000"
"800264-405";"Zebra Rollo Etiquetas 101.60mm x 101.60mm 12 uds";"CCIPAP0055";"2511012213367";"CI";"Consumibles Impresión";"PAP";"Papel";"04189";"Zebra";"170,2000000000";"0";"13,4500000000";"19/12/2023";"";"0,0000000000";"0,0000000000";"170,2000000000"
"3007201-T";"Zebra Rollo de etiquetas termicas 51x25mm pack 8 r";"CCIPAP0082";"5711045297793";"CI";"Consumibles Impresión";"PAP";"Papel";"04189";"Zebra";"51,9000000000";"1";"4,3900000000";"";"Encargo";"7,0000000000";"0,0000000000";"51,9000000000"
"15C8001";"Evolis Pack 500 tarjetas negro mate";"CCIPAP0083";"3661572000484";"CI";"Consumibles Impresión";"PAP";"Papel";"04304";"EVOLIS";"72,7700000000";"0";"2,4200000000";"";"Encargo";"7,0000000000";"0,0000000000";"72,7700000000"
"15RCT015NAA";"Evolis Edikio Pack 1000 Cinta blanco";"CCIPAP0084";"3661572000453";"CI";"Consumibles Impresión";"PAP";"Papel";"04304";"EVOLIS";"22,5100000000";"0";"0,2000000000";"";"Encargo";"7,0000000000";"0,0000000000";"22,5100000000"
"RTS08008600";"Rollo Papel Térmico 80X80X12 MM Pack 6 Uds sin BPA";"CCIPAP0085";"4260211395562";"CI";"Consumibles Impresión";"PAP";"Papel";"00420";"Epson";"8,2800000000";"100";"2,0500000000";"";"";"0,0000000000";"0,0000000000";"8,2800000000"
"BDE1J000079040";"Brother Papel continuo 24 Rollos 79mm x 14m";"CCIPAP0096";"5014047600494";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"45,9600000000";"0";"2,1050000000";"";"Encargo";"7,0000000000";"0,0000000000";"45,9600000000"
"BWS1D450110";"Brother Ribbon 8 Rollos cera estándar";"CCIPAP0099";"5014047600517";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"37,4000000000";"0";"4,1350000000";"";"Encargo";"7,0000000000";"0,0000000000";"37,4000000000"
"BRS1D450110";"Brother Ribbon 8 Rollos resina estándar";"CCIPAP0103";"5014047600593";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"19,8100000000";"0";"3,7650000000";"";"Encargo";"7,0000000000";"0,0000000000";"19,8100000000"
"BRP1D450110";"Brother Ribbon 8 Rollos resina Premium";"CCIPAP0104";"2502122015118";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"182,8500000000";"0";"0,2500000000";"";"Encargo";"7,0000000000";"0,0000000000";"182,8500000000"
"LD4F000058040I";"Brother Papel 50 Rollos Ancho 58mm/14 metros";"CCIPAP0108";"2502122015309";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"40,2800000000";"0";"0,2500000000";"";"Encargo";"7,0000000000";"0,0000000000";"40,2800000000"
"LD4F000080040I";"Brother Papel 32 Rollos Ancho 80mm/14 metros";"CCIPAP0109";"2502122015323";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"29,6500000000";"0";"0,2500000000";"";"Encargo";"7,0000000000";"0,0000000000";"29,6500000000"
"LDP1M000102100I";"Brother Papel 8 Rollos Ancho 102mm/46 metros";"CCIPAP0110";"8438001239266";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"53,6400000000";"0";"0,2500000000";"";"Encargo";"7,0000000000";"0,0000000000";"53,6400000000"
"LDP1M026051127I";"Brother Papel 12 Rollos Ancho 51mmx26mm";"CCIPAP0111";"8438001239297";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"76,6300000000";"0";"0,0250000000";"";"Encargo";"7,0000000000";"0,0000000000";"76,6300000000"
"LDP1M026076100I";"Brother Papel 10 Rollos Ancho 76mmx26mm";"CCIPAP0112";"8438001239280";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"49,2800000000";"0";"0,2500000000";"";"Encargo";"7,0000000000";"0,0000000000";"49,2800000000"
"LDP1M050055127ES";"Brother Papel 10 Rollos Ancho 55mmx50mm";"CCIPAP0113";"8438001239013";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"65,9600000000";"0";"0,2500000000";"";"Encargo";"7,0000000000";"0,0000000000";"65,9600000000"
"LDP1M050102100I";"Brother Papel 10 Rollos Ancho 102mmx50mm";"CCIPAP0114";"8438001239273";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"74,4800000000";"0";"9,3050000000";"";"Encargo";"7,0000000000";"0,0000000000";"74,4800000000"
"LDP1M152102058I";"Brother Papel 20 Rollos Ancho 102mmx152mm";"CCIPAP0115";"8438001239259";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"83,1200000000";"0";"0,2500000000";"";"Encargo";"7,0000000000";"0,0000000000";"83,1200000000"
"LDP1M152102100I";"Brother Papel 10 Rollos Ancho 102mmx152mm";"CCIPAP0116";"8438001239242";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"63,4300000000";"0";"8,1550000000";"";"Encargo";"7,0000000000";"0,0000000000";"63,4300000000"
"LDP4F000108058ES";"Brother Papel 36 Rollos Ancho 108mmx 27.5m";"CCIPAP0117";"2502122015507";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"65,6900000000";"0";"0,2500000000";"";"Encargo";"7,0000000000";"0,0000000000";"65,6900000000"
"LDP4F000210060I";"Brother Papel 12 Rollos A4 30m";"CCIPAP0118";"8438001239372";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"71,6100000000";"0";"5,6600000000";"";"Encargo";"7,0000000000";"0,0000000000";"71,6100000000"
"LXP1M030050127IS";"Brother Papel 12 Rollos 50x30mm";"CCIPAP0119";"8438001239341";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"298,4100000000";"0";"0,2500000000";"";"Encargo";"7,0000000000";"0,0000000000";"298,4100000000"
"LYS1M030050127I";"Brother Papel 10 Rollos 50x30mm";"CCIPAP0120";"8438001239334";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"102,8400000000";"0";"0,2500000000";"";"Encargo";"7,0000000000";"0,0000000000";"102,8400000000"
"IGG317655";"iggual Pack 5 rollos papel térmico sin BPA 80X80mm";"CCIPAP0129";"8435364317655";"CI";"Consumibles Impresión";"PAP";"Papel";"60001";"iggual";"4,4900000000";"100";"1,2150000000";"";"";"0,0000000000";"0,0000000000";"4,4900000000"
"CZ1002";"Brother Cinta Adhesiva 12mm x 5m";"CCIPAP0133";"4977766779289";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"13,0500000000";"0";"0,0750000000";"";"Encargo";"15,0000000000";"0,0000000000";"13,0500000000"
"CZ1005";"Brother Rollo CZ1005 impresora VC 50mm";"CCIPAP0134";"4977766779319";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"25,7300000000";"0";"0,0800000000";"";"Encargo";"15,0000000000";"0,0000000000";"25,7300000000"
"CZ1004";"Brother Rollo CZ1004 impresora VC 25mm";"CCIPAP0135";"4977766779302";"CI";"Consumibles Impresión";"PAP";"Papel";"00570";"Brother";"19,8400000000";"0";"0,0800000000";"";"Encargo";"15,0000000000";"0,0000000000";"19,8400000000"
"3007205-T";"Zebra Rollo Etiquetas 2000T 70x32mm 4 Uds";"CCIPAP0136";"2515032317395";"CI";"Consumibles Impresión";"PAP";"Papel";"04189";"Zebra";"32,3400000000";"0";"3,0350000000";"";"Encargo";"7,0000000000";"0,0000000000";"32,3400000000"
"IGG318911";"iggual Pack 5 rollos papel térmico sin BPA 57X57mm";"CCIPAP0138";"8435364318911";"CI";"Consumibles Impresión";"PAP";"Papel";"60001";"iggual";"1,6700000000";"100";"0,4400000000";"";"";"0,0000000000";"0,0000000000";"1,6700000000"
"IGG317655p";"Pack 50 rollos papel térmico sin BPA 80X80mm";"CCIPAP0139";"2521062313573";"CI";"Consumibles Impresión";"PAP";"Papel";"60001";"iggual";"42,7000000000";"100";"14,2000000000";"";"";"0,0000000000";"0,0000000000";"42,7000000000"
"IGG318911p";"Pack 100 rollos papel térmico sin BPA 57X57mm";"CCIPAP0142";"2501092312395";"CI";"Consumibles Impresión";"PAP";"Papel";"60001";"iggual";"30,0000000000";"100";"9,8000000000";"";"";"0,0000000000";"0,0000000000";"30,0000000000"
"DR2200";"Brother Tambor DR2200";"CCITAM0025";"4977766682923";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00570";"Brother";"57,3200000000";"11";"0,6950000000";"";"";"0,0000000000";"0,0000000000";"57,3200000000"
"DR3100";"Brother Tambor DR3100";"CCITAM0045";"4977766636629";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00570";"Brother";"143,2900000000";"0";"1,0000000000";"";"Encargo";"15,0000000000";"0,0000000000";"143,2900000000"
"DR2100";"Brother Tambor DR2100";"CCITAM0049";"4977766654166";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00570";"Brother";"63,6800000000";"0";"0,7950000000";"";"Encargo";"3,0000000000";"0,0000000000";"63,6800000000"
"CE314A";"HP Tambor 126A Negro";"CCITAM0066";"884962223352";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00150";"HP";"72,9000000000";"0";"0,6500000000";"";"Encargo";"2,0000000000";"0,0000000000";"72,9000000000"
"DR241CL";"Brother Tambor DR241CL";"CCITAM0068";"4977766718523";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00570";"Brother";"78,0900000000";"6";"0,9000000000";"";"";"0,0000000000";"0,0000000000";"78,0900000000"
"DR2300";"Brother Tambor DR2300";"CCITAM0072";"4977766739047";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00570";"Brother";"59,7900000000";"5";"0,6350000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"59,7900000000"
"DR3400";"Brother Tambor DR3400";"CCITAM0080";"4977766755757";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00570";"Brother";"120,0800000000";"12";"0,9300000000";"";"";"0,0000000000";"0,0000000000";"120,0800000000"
"DR321CL";"Brother Tambor DR321CL";"CCITAM0081";"4977766735179";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00570";"Brother";"126,7500000000";"0";"0,2000000000";"";"Encargo";"4,0000000000";"0,0000000000";"126,7500000000"
"DR2400";"Brother Tambor DR2400";"CCITAM0094";"4977766779470";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00570";"Brother";"59,7900000000";"6";"0,2000000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"59,7900000000"
"DR1050";"Brother Tambor DR1050";"CCITAM0097";"4977766721769";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00570";"Brother";"47,4900000000";"14";"0,4200000000";"";"";"0,0000000000";"0,0000000000";"47,4900000000"
"DR421CL";"Brother Tambor DR421CL";"CCITAM0098";"4977766771894";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00570";"Brother";"97,6700000000";"0";"2,7000000000";"";"Encargo";"4,0000000000";"0,0000000000";"97,6700000000"
"DR243CL";"Brother Tambor DR243CL";"CCITAM0099";"4977766787390";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00570";"Brother";"84,2500000000";"6";"1,8550000000";"";"";"0,0000000000";"0,0000000000";"84,2500000000"
"DL410";"Pantum Tambor DL410 Negro";"CCITAM0100";"6936358021272";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"60444";"Pantum";"49,0000000000";"8";"0,7100000000";"";"";"0,0000000000";"0,0000000000";"49,0000000000"
"W2004A";"HP Tambor de Imagen 660A Negro";"CCITAM0101";"192545710985";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00150";"HP";"196,5000000000";"0";"0,9750000000";"";"Encargo";"7,0000000000";"0,0000000000";"196,5000000000"
"DR248CL";"Brother Tambor DR248CL";"CCITAM0102";"4977766821384";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00570";"Brother";"84,2500000000";"0";"0,1000000000";"";"Encargo";"15,0000000000";"0,0000000000";"84,2500000000"
"DR2510";"Brother Tambor DR2510";"CCITAM0103";"4977766830089";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00570";"Brother";"67,2500000000";"1";"0,6500000000";"";"";"0,0000000000";"0,0000000000";"67,2500000000"
"3100";"Brother Tambor DR3100";"CCITAM0104";"";"CI";"Consumibles Impresión";"TAM";"Tambor/Fotoconductor";"00570";"Brother";"144,2400000000";"0";"0,1000000000";"";"Encargo";"7,0000000000";"0,0000000000";"144,2400000000"
"M-TN1050";"INKOEM Tóner Compatible Brother TN1050/1075 Negro";"CCITCO0068";"6986500364580";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"2,7400000000";"0";"0,4300000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"2,7400000000"
"M-TN2220/2010";"INKOEM Tóner Compatible Brother TN2220/2010 Negro";"CCITCO0071";"6986500007753";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"5,2200000000";"0";"0,7300000000";"19/01/2024";"";"0,0000000000";"0,0000000000";"5,2200000000"
"M-TN2320";"INKOEM Tóner Compatible Brother TN2320 Negro";"CCITCO0076";"8435350788643";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"3,2400000000";"0";"0,7000000000";"02/01/2024";"";"0,0000000000";"0,0000000000";"3,2400000000"
"M-TN245BK";"INKOEM Tóner Compatible Brother TN241/245 Negro";"CCITCO0077";"6986500364894";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"4,7000000000";"6";"0,5550000000";"19/01/2024";"";"0,0000000000";"0,0000000000";"4,7000000000"
"M-TN245Y";"INKOEM Tóner Compatible Brother TN241/245 Amarillo";"CCITCO0078";"6986500007661";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"7,4800000000";"12";"0,5550000000";"";"";"0,0000000000";"0,0000000000";"7,4800000000"
"M-TN245C";"INKOEM Tóner Compatible Brother TN241/245 Cian";"CCITCO0079";"6986500007654";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"7,4800000000";"6";"0,5550000000";"19/01/2024";"";"0,0000000000";"0,0000000000";"7,4800000000"
"M-TN245M";"INKOEM Tóner Compatible Brother TN241/245 Magenta";"CCITCO0080";"6986500007678";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"6,6000000000";"6";"0,5550000000";"19/01/2024";"";"0,0000000000";"0,0000000000";"6,6000000000"
"M-TN423Y";"INKOEM Tóner Compatible Brother TN423 Amarillo";"CCITCO0091";"6986500365273";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"6,2300000000";"5";"0,6800000000";"19/01/2024";"";"0,0000000000";"0,0000000000";"6,2300000000"
"M-TN423C";"INKOEM Tóner Compatible Brother TN423 Cian";"CCITCO0092";"6986500365402";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"6,2300000000";"7";"0,7200000000";"";"";"0,0000000000";"0,0000000000";"6,2300000000"
"M-TN423M";"INKOEM Tóner Compatible Brother TN423 Magenta";"CCITCO0093";"6986500365068";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"6,2300000000";"3";"0,6800000000";"19/01/2024";"";"0,0000000000";"0,0000000000";"6,2300000000"
"M-TN423BK";"INKOEM Tóner Compatible Brother TN423 Negro";"CCITCO0094";"6986500364917";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"5,9300000000";"22";"0,7200000000";"";"";"0,0000000000";"0,0000000000";"5,9300000000"
"M-CE505A/280";"INKOEM Tóner Compatible HP 05A  Negro";"CCITCO0104";"6986500013624";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"7,4100000000";"7";"0,8500000000";"";"";"0,0000000000";"0,0000000000";"7,4100000000"
"M-CB540A";"INKOEM Tóner Compatible HP 125A Negro";"CCITCO0110";"6986500149699";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"7,6100000000";"1";"0,7250000000";"";"";"0,0000000000";"0,0000000000";"7,6100000000"
"M-CB541/321";"INKOEM Tóner Compatible HP 125A Cian";"CCITCO0111";"6986500149675";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"9,6600000000";"1";"0,7500000000";"";"";"0,0000000000";"0,0000000000";"9,6600000000"
"M-CB542/322";"INKOEM Tóner Compatible HP 125A Amarillo";"CCITCO0112";"6986500149668";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"6,6400000000";"1";"0,7500000000";"";"";"0,0000000000";"0,0000000000";"6,6400000000"
"M-CB543/323";"INKOEM Tóner Compatible HP 125A Magenta";"CCITCO0113";"6986500149682";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"6,6400000000";"1";"0,7500000000";"";"";"0,0000000000";"0,0000000000";"6,6400000000"
"M-CF350A";"INKOEM Tóner Compatible HP 130A Negro";"CCITCO0122";"6986500064381";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"10,8000000000";"0";"0,4200000000";"";"Encargo";"5,0000000000";"0,0000000000";"10,8000000000"
"M-CE285/35/36";"INKOEM Tóner Compatible HP 85A/35/36/78Negro";"CCITCO0138";"6986500013631";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"4,0600000000";"54";"0,6700000000";"";"";"0,0000000000";"0,0000000000";"4,0600000000"
"M-CF401X";"INKOEM Tóner Compatible HP CF401X Cian";"CCITCO0148";"6986500003083";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"8,1300000000";"3";"0,7000000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"8,1300000000"
"M-CF402X";"INKOEM Tóner Compatible HP CF402X Amarillo";"CCITCO0149";"6986500002284";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"8,5100000000";"6";"0,7000000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"8,5100000000"
"M-CF403X";"INKOEM Tóner Compatible HP CF403X Magenta";"CCITCO0150";"8435350784522";"CI";"Consumibles Impresión";"TCO";"Toner compatible";"04276";"INKOEM";"7,9500000000";"2";"0,6400000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"7,9500000000"
